scope,map,rate,comparison,candidate,baseline,metric,direction,n,native_mean,model_mean,aggregate_improvement_pct,mean_paired_improvement_pct,paired_delta_mean,paired_delta_sd,paired_delta_ci95_low,paired_delta_ci95_high,wins,losses,ties,ci_excludes_zero_in_favor_of_model,paired_t_pvalue,paired_effect_size_dz,holm_adjusted_pvalue,holm_significant_in_favor
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,total_arrived,higher,30,568.4666666666667,566.3333333333334,-0.37527852703178005,-0.34194961275068436,-2.1333333333333333,16.577369978446484,-8.322729979755607,4.05606331308894,11,16,3,no,0.4865194104435635,-0.12868949273057453,1.0,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_avg_speed_mps,higher,30,6.012671862238415,5.745632570657081,-4.441274988885217,-4.4059371348267105,-0.2670392915813332,0.16906126389138998,-0.33016071682126985,-0.20391786634139658,3,27,0,no,1.5841368898411388e-09,-1.579541554550824,2.1069020634887145e-07,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_global_queue,lower,30,110.38032786885246,114.79289617486339,-3.997603912948768,-4.265445281971151,-4.412568306010928,8.662023305044642,-7.646657794583655,-1.1784788174382004,9,21,0,no,0.009215246768958772,-0.5094154276219864,0.39625561106522716,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,max_global_queue,lower,30,214.63333333333333,223.5,-4.131076254076723,-4.688950075461199,-8.866666666666667,26.096285022087397,-18.6100855087262,0.876752175392868,11,19,0,no,0.07291288306858522,-0.3397673906137249,1.0,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,mean_global_wait,lower,30,3584.212568306011,3871.850819672131,-8.025144878671782,-10.122321291530175,-287.6382513661202,799.0510336475911,-585.975309319756,10.698806587515662,12,18,0,no,0.058254966101944396,-0.35997481919656527,1.0,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,max_global_wait,lower,30,9325.866666666667,10384.6,-11.352653551412562,-15.580743865569055,-1058.7333333333333,2653.143417797519,-2049.3221296227302,-68.14453704393623,11,19,0,no,0.03706108544451109,-0.3990486628921969,1.0,no
condition,melbourne,12p0,schema_v3_vs_max_pressure,schema_v3,max_pressure,recovered_total,lower,30,377.3333333333333,354.43333333333334,6.06890459363957,5.513037564303358,22.9,34.64136455065005,9.966154290092172,35.83384570990783,22,8,0,yes,0.0011081100907018126,0.6610594096695384,0.06427038526070514,no
condition,melbourne,12p0,detector_v4_vs_schema_v3,all_model,schema_v3,total_arrived,higher,30,566.3333333333334,568.9,0.453207769276034,0.5420519643052093,2.566666666666667,21.095322791513784,-5.30957186277144,10.442905196104775,15,15,0,no,0.5104140057105258,0.12166994039546929,1.0,no
condition,melbourne,12p0,detector_v4_vs_schema_v3,all_model,schema_v3,mean_avg_speed_mps,higher,30,5.745632570657081,5.5961447481716995,-2.6017643949043197,-2.565950208962646,-0.14948782248538114,0.1818102454751442,-0.2173692611630575,-0.0816063838077048,7,23,0,no,0.00010056350273119739,-0.8222189134320158,0.0037208496010543036,no
condition,melbourne,12p0,detector_v4_vs_schema_v3,all_model,schema_v3,mean_global_queue,lower,30,114.79289617486339,118.43661202185793,-3.174164925191962,-3.460194265047442,-3.643715846994538,7.717190631665321,-6.525038630857923,-0.7623930631311531,8,22,0,no,0.014996077928105218,-0.4721557391680302,0.3299137144183148,no
